username,user id,access hash,group,group id
ze_bio,1223470721,-6586841136393429511,RugSeekers,1534599928
thedev_1,1753571194,1675061001179955801,RugSeekers,1534599928
athroughz_zerothroughnine,1905317112,-4865283122210175303,RugSeekers,1534599928
mzhao8,2143259096,2276905544254694769,RugSeekers,1534599928
Zz_Zeus_zZ,877732689,-7173924274989657550,RugSeekers,1534599928
zasa1322,486267072,4809428635795184731,RugSeekers,1534599928
OddlyEnough321GO,2133964329,6373837614451400444,RugSeekers,1534599928
emperor_zombietine,1094840007,-7569503861021790010,RugSeekers,1534599928
Zedturbo,1970592966,849997798157730462,RugSeekers,1534599928
Zoroxxxxxxx,1631395772,3764173256965994818,RugSeekers,1534599928
kylarstern3197,1746934546,-160545303193767927,RugSeekers,1534599928
,1531067670,7744999881212278912,RugSeekers,1534599928
cafecoinleche,1839193683,8394102209305068180,RugSeekers,1534599928
chris_spywolf,1601629243,-3407257529916001987,RugSeekers,1534599928
Crisisnf,636163195,-4867085962899348737,RugSeekers,1534599928
REDUleaddev,1482939547,-3798018070195446446,RugSeekers,1534599928
YodaB420,1708647901,-7220035589917487404,RugSeekers,1534599928
Jade_YOLO,1739963324,-1018942390948666589,RugSeekers,1534599928
,1281719331,718160953845048515,RugSeekers,1534599928
doxSamOG,1728703399,4832706149953030459,RugSeekers,1534599928
WhyClan,202318280,2179603732463122307,RugSeekers,1534599928
YannKwok,514612429,-4381460941696159358,RugSeekers,1534599928
Yoda7,142305681,-6551833258004066456,RugSeekers,1534599928
Haluu93,461962741,-5104672360231248,RugSeekers,1534599928
Eazye242,1863597551,5374343657630934090,RugSeekers,1534599928
smithjoh98,1409287792,-3455317176819489155,RugSeekers,1534599928
Crypto_Token_Enthusiast,1434934124,6443196010947061015,RugSeekers,1534599928
MadeliefRebel,1749973281,-1414630977273735319,RugSeekers,1534599928
TimYapthebest,157656946,7403239796370780107,RugSeekers,1534599928
y_figs,1297198123,-7195695378295811670,RugSeekers,1534599928
yooniscruz,1371468157,-202001996033862143,RugSeekers,1534599928
Drizelio,1402893492,-2468056187216484022,RugSeekers,1534599928
,6905338,-7887636122300029254,RugSeekers,1534599928
CristianVasiliev,1767228949,-5403944907394478828,RugSeekers,1534599928
